num,nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6,timestamp_epoch_ms,label,keypress_sample_number,keypress_elapsed_ms,keypress_timestamp_ms
48,9137,0,0,0,0,521,510,0,559,38,4,1764792927072,blink,9136,14696.00007,1764792927072
49,9138,0,0,0,0,523,512,0,560,38,4,1764792927073,blink,9137,14697.00007,1764792927073
50,9139,0,0,0,0,519,515,0,576,38,4,1764792927074,blink,9138,14698.00007,1764792927074
51,9140,0,0,0,0,509,513,1,574,39,4,1764792927075,blink,9139,14699.00007,1764792927075
52,9141,0,0,0,0,527,513,0,541,38,2,1764792927076,blink,9140,14700.00007,1764792927076
53,9142,0,0,0,0,525,515,0,486,38,2,1764792927077,blink,9141,14701.00007,1764792927077
54,9143,0,0,0,0,516,512,0,434,38,4,1764792927078,blink,9142,14702.00007,1764792927078
55,9144,0,0,0,0,494,512,1,404,38,4,1764792927079,blink,9143,14703.00007,1764792927079
56,9145,0,0,0,0,501,510,0,426,38,4,1764792927080,blink,9144,14704.00007,1764792927080
57,9146,0,0,0,0,499,511,0,469,38,4,1764792927081,blink,9145,14705.00007,1764792927081
58,9147,0,0,0,0,503,510,0,501,38,4,1764792927082,blink,9146,14706.00007,1764792927082
59,9148,0,0,0,0,510,510,1,526,38,4,1764792927083,blink,9147,14707.00007,1764792927083
60,9149,0,0,0,0,505,510,0,536,38,3,1764792927084,blink,9148,14708.00007,1764792927084
61,9150,0,0,0,0,496,510,0,519,38,2,1764792927085,blink,9149,14709.00007,1764792927085
62,9151,0,0,0,0,501,511,0,481,38,3,1764792927086,blink,9150,14710.00007,1764792927086
63,9152,0,0,0,0,515,511,0,450,38,4,1764792927087,blink,9151,14711.00007,1764792927087
64,9153,0,0,0,0,516,511,0,452,38,4,1764792927088,blink,9152,14712.00007,1764792927088
65,9154,0,0,0,0,518,511,0,475,38,4,1764792927089,blink,9153,14713.00007,1764792927089
66,9155,0,0,0,0,519,512,0,501,38,4,1764792927090,blink,9154,14714.00007,1764792927090
67,9156,0,0,0,0,511,512,1,508,38,4,1764792927091,blink,9155,14715.00007,1764792927091
68,9157,0,0,0,0,515,512,0,509,38,3,1764792927092,blink,9156,14716.00007,1764792927092
69,9158,0,0,0,0,535,513,0,516,38,2,1764792927093,blink,9157,14717.00007,1764792927093
70,9159,0,0,0,0,530,515,0,508,38,2,1764792927094,blink,9158,14718.00007,1764792927094
71,9160,0,0,0,0,507,514,1,490,38,4,1764792927095,blink,9159,14719.00007,1764792927095
72,9161,0,0,0,0,501,512,0,463,38,4,1764792927096,blink,9160,14720.00007,1764792927096
73,9162,0,0,0,0,496,511,0,440,38,4,1764792927097,blink,9161,14721.00007,1764792927097
74,9163,0,0,0,0,497,514,0,431,38,4,1764792927098,blink,9162,14722.00007,1764792927098
75,9164,0,0,0,0,502,512,0,422,38,4,1764792927099,blink,9163,14723.00007,1764792927099
76,9165,0,0,0,0,508,513,0,440,38,4,1764792927100,blink,9164,14724.00007,1764792927100
77,9166,0,0,0,0,494,513,0,484,38,3,1764792927101,blink,9165,14725.00007,1764792927101
78,9167,0,0,0,0,495,512,0,558,38,2,1764792927102,blink,9166,14726.00007,1764792927102
79,9168,0,0,0,0,506,512,1,590,38,4,1764792927103,blink,9167,14727.00007,1764792927103
80,9169,0,0,0,0,511,512,0,587,38,4,1764792927104,blink,9168,14728.00007,1764792927104
81,9170,0,0,0,0,519,511,0,567,38,4,1764792927105,blink,9169,14729.00007,1764792927105
82,9171,0,0,0,0,521,514,0,536,38,4,1764792927106,blink,9170,14730.00007,1764792927106
83,9172,0,0,0,0,522,514,0,516,38,4,1764792927107,blink,9171,14731.00007,1764792927107
84,9173,0,0,0,0,518,513,0,507,38,4,1764792927108,blink,9172,14732.00007,1764792927108
85,9174,0,0,0,0,515,513,0,511,38,3,1764792927109,blink,9173,14733.00007,1764792927109
86,9175,0,0,0,0,527,513,0,489,38,2,1764792927110,blink,9174,14734.00007,1764792927110
87,9176,0,0,0,0,520,515,1,432,38,4,1764792927111,blink,9175,14735.00007,1764792927111
88,9177,0,0,0,0,498,516,0,398,38,4,1764792927112,blink,9176,14736.00007,1764792927112
89,9178,0,0,0,0,493,515,0,383,38,4,1764792927113,blink,9177,14737.00007,1764792927113
90,9179,0,0,0,0,504,514,0,353,38,4,1764792927114,blink,9178,14738.00007,1764792927114
91,9180,0,0,0,0,504,513,0,315,38,4,1764792927115,blink,9179,14739.00007,1764792927115
92,9181,0,0,0,0,496,512,0,296,38,4,1764792927116,blink,9180,14740.00007,1764792927116
93,9182,0,0,0,0,511,510,0,290,38,3,1764792927117,blink,9181,14741.00007,1764792927117
94,9183,0,0,0,0,489,512,0,332,38,2,1764792927118,blink,9182,14742.00007,1764792927118
95,9184,0,0,0,0,504,511,0,387,38,2,1764792927119,blink,9183,14743.00007,1764792927119
96,9185,0,0,0,0,514,510,0,446,38,4,1764792927120,blink,9184,14744.00007,1764792927120
97,9186,0,0,0,0,520,511,0,505,38,4,1764792927121,blink,9185,14745.00007,1764792927121
98,9187,0,0,0,0,520,512,0,571,38,4,1764792927122,blink,9186,14746.00007,1764792927122
99,9188,0,0,0,0,515,511,1,620,38,4,1764792927123,blink,9187,14747.00007,1764792927123
100,9189,0,0,0,0,515,511,0,634,38,4,1764792927124,blink,9188,14748.00007,1764792927124
101,9190,0,0,0,0,523,512,0,616,38,4,1764792927125,blink,9189,14749.00007,1764792927125
102,9191,0,0,0,0,535,512,0,561,38,2,1764792927126,blink,9190,14750.00007,1764792927126
103,9192,0,0,0,0,527,512,0,474,38,2,1764792927127,blink,9191,14751.00007,1764792927127
104,9193,0,0,0,0,520,512,0,357,38,4,1764792927128,blink,9192,14752.00007,1764792927128
105,9194,0,0,0,0,494,513,0,240,38,4,1764792927129,blink,9193,14753.00007,1764792927129
106,9195,0,0,0,0,495,515,0,182,38,4,1764792927130,blink,9194,14754.00007,1764792927130
107,9196,0,0,0,0,496,513,1,194,38,4,1764792927131,blink,9195,14755.00007,1764792927131
108,9197,0,0,0,0,500,514,0,252,38,4,1764792927132,blink,9196,14756.00007,1764792927132
109,9198,0,0,0,0,507,513,0,317,38,4,1764792927133,blink,9197,14757.00007,1764792927133
110,9199,0,0,0,0,505,511,0,361,38,3,1764792927134,blink,9198,14758.00007,1764792927134
111,9200,0,0,0,0,491,510,0,392,38,2,1764792927135,blink,9199,14759.00007,1764792927135
112,9201,0,0,0,0,496,510,0,417,38,3,1764792927136,blink,9200,14760.00007,1764792927136
113,9202,0,0,0,0,518,510,0,457,38,4,1764792927137,blink,9201,14761.00007,1764792927137
114,9203,0,0,0,0,518,511,0,476,38,4,1764792927138,blink,9202,14762.00007,1764792927138
115,9204,0,0,0,0,520,512,1,465,38,4,1764792927139,blink,9203,14763.00007,1764792927139
116,9205,0,0,0,0,530,511,0,432,38,4,1764792927140,blink,9204,14764.00007,1764792927140
117,9206,0,0,0,0,517,510,0,405,38,4,1764792927141,blink,9205,14765.00007,1764792927141
118,9207,0,0,0,0,510,509,0,435,38,3,1764792927142,blink,9206,14766.00007,1764792927142
119,9208,0,0,0,0,536,511,1,478,38,2,1764792927143,blink,9207,14767.00007,1764792927143
120,9209,0,0,0,0,521,511,0,483,38,2,1764792927144,blink,9208,14768.00007,1764792927144
121,9210,0,0,0,0,505,510,0,478,38,4,1764792927145,blink,9209,14769.00007,1764792927145
122,9211,0,0,0,0,499,511,0,506,38,4,1764792927146,blink,9210,14770.00007,1764792927146
123,9212,0,0,0,0,500,512,1,564,38,4,1764792927147,blink,9211,14771.00007,1764792927147
124,9213,0,0,0,0,504,510,0,634,38,4,1764792927148,blink,9212,14772.00007,1764792927148
125,9214,0,0,0,0,501,511,0,678,38,4,1764792927149,blink,9213,14773.00007,1764792927149
126,9215,0,0,0,0,503,511,0,688,38,4,1764792927150,blink,9214,14774.00007,1764792927150
127,9216,0,0,0,0,491,510,0,652,38,2,1764792927151,blink,9215,14775.00007,1764792927151
128,9217,0,0,0,0,494,510,0,624,38,2,1764792927152,blink,9216,14776.00007,1764792927152
129,9218,0,0,0,0,498,509,0,623,38,4,1764792927153,blink,9217,14777.00007,1764792927153
130,9219,0,0,0,0,521,511,0,653,39,4,1764792927154,blink,9218,14778.00007,1764792927154
131,9220,0,0,0,0,519,509,1,691,39,4,1764792927155,blink,9219,14779.00007,1764792927155
132,9221,0,0,0,0,524,510,0,736,38,4,1764792927156,blink,9220,14780.00007,1764792927156
133,9222,0,0,0,0,519,511,0,798,38,4,1764792927157,blink,9221,14781.00007,1764792927157
134,9223,0,0,0,0,515,511,0,847,38,4,1764792927158,blink,9222,14782.00007,1764792927158
135,9224,0,0,0,0,519,510,1,882,38,3,1764792927159,blink,9223,14783.00007,1764792927159
136,9225,0,0,0,0,528,509,0,925,38,2,1764792927160,blink,9224,14784.00007,1764792927160
137,9226,0,0,0,0,521,510,0,935,38,3,1764792927161,blink,9225,14785.00007,1764792927161
138,9227,0,0,0,0,500,509,0,934,38,4,1764792927162,blink,9226,14786.00007,1764792927162
139,9228,0,0,0,0,497,510,1,985,38,4,1764792927163,blink,9227,14787.00007,1764792927163
140,9229,0,0,0,0,499,511,0,1018,38,4,1764792927164,blink,9228,14788.00007,1764792927164
141,9230,0,0,0,0,511,512,0,1018,38,4,1764792927165,blink,9229,14789.00007,1764792927165
142,9231,0,0,0,0,511,514,0,1018,38,4,1764792927166,blink,9230,14790.00007,1764792927166
143,9232,0,0,0,0,497,514,1,1019,38,3,1764792927167,blink,9231,14791.00007,1764792927167
144,9233,0,0,0,0,496,513,0,917,38,2,1764792927168,blink,9232,14792.00007,1764792927168
145,9234,0,0,0,0,498,513,0,820,38,2,1764792927169,blink,9233,14793.00007,1764792927169
146,9235,0,0,0,0,517,511,0,753,38,4,1764792927170,blink,9234,14794.00007,1764792927170
147,9236,0,0,0,0,520,511,1,727,38,4,1764792927171,blink,9235,14795.00007,1764792927171
148,9237,0,0,0,0,519,511,0,748,38,4,1764792927172,blink,9236,14796.00007,1764792927172
149,9238,0,0,0,0,521,510,0,784,38,4,1764792927173,blink,9237,14797.00007,1764792927173
150,9239,0,0,0,0,519,511,0,832,38,4,1764792927174,blink,9238,14798.00007,1764792927174
151,9240,0,0,0,0,515,511,1,860,38,4,1764792927175,blink,9239,14799.00007,1764792927175
152,9241,0,0,0,0,528,513,0,880,38,3,1764792927176,blink,9240,14800.00007,1764792927176
153,9242,0,0,0,0,527,513,0,916,38,2,1764792927177,blink,9241,14801.00007,1764792927177
154,9243,0,0,0,0,516,513,0,936,38,4,1764792927178,blink,9242,14802.00007,1764792927178
155,9244,0,0,0,0,503,513,1,939,38,4,1764792927179,blink,9243,14803.00007,1764792927179
156,9245,0,0,0,0,506,514,0,939,38,4,1764792927180,blink,9244,14804.00007,1764792927180
157,9246,0,0,0,0,500,513,0,962,38,4,1764792927181,blink,9245,14805.00007,1764792927181
158,9247,0,0,0,0,497,513,0,993,39,4,1764792927182,blink,9246,14806.00007,1764792927182
159,9248,0,0,0,0,505,512,1,1016,38,4,1764792927183,blink,9247,14807.00007,1764792927183
160,9249,0,0,0,0,503,511,0,1018,38,3,1764792927184,blink,9248,14808.00007,1764792927184
161,9250,0,0,0,0,491,512,0,1018,38,2,1764792927185,blink,9249,14809.00007,1764792927185
162,9251,0,0,0,0,504,513,0,1018,38,3,1764792927186,blink,9250,14810.00007,1764792927186
163,9252,0,0,0,0,522,512,0,1019,38,4,1764792927187,blink,9251,14811.00007,1764792927187
164,9253,0,0,0,0,514,512,0,1018,38,4,1764792927188,blink,9252,14812.00007,1764792927188
165,9254,0,0,0,0,518,513,0,1018,38,4,1764792927189,blink,9253,14813.00007,1764792927189
166,9255,0,0,0,0,517,515,0,1018,38,4,1764792927190,blink,9254,14814.00007,1764792927190
167,9256,0,0,0,0,524,514,1,1019,38,4,1764792927191,blink,9255,14815.00007,1764792927191
168,9257,0,0,0,0,521,515,0,1018,38,3,1764792927192,blink,9256,14816.00007,1764792927192
169,9258,0,0,0,0,535,515,0,1018,38,2,1764792927193,blink,9257,14817.00007,1764792927193
170,9259,0,0,0,0,520,513,0,1018,38,2,1764792927194,blink,9258,14818.00007,1764792927194
171,9260,0,0,0,0,499,515,1,1019,38,4,1764792927195,blink,9259,14819.00007,1764792927195
172,9261,0,0,0,0,496,513,0,1018,38,4,1764792927196,blink,9260,14820.00007,1764792927196
173,9262,0,0,0,0,501,512,0,1018,38,4,1764792927197,blink,9261,14821.00007,1764792927197
174,9263,0,0,0,0,505,511,0,1018,38,4,1764792927198,blink,9262,14822.00007,1764792927198
175,9264,0,0,0,0,510,511,1,1019,38,4,1764792927199,blink,9263,14823.00007,1764792927199
176,9265,0,0,0,0,505,509,0,1018,38,4,1764792927200,blink,9264,14824.00007,1764792927200
177,9266,0,0,0,0,495,508,0,967,38,3,1764792927201,blink,9265,14825.00007,1764792927201
178,9267,0,0,0,0,492,507,0,969,38,2,1764792927202,blink,9266,14826.00007,1764792927202
179,9268,0,0,0,0,508,508,1,982,38,4,1764792927203,blink,9267,14827.00007,1764792927203
180,9269,0,0,0,0,512,508,0,1012,38,4,1764792927204,blink,9268,14828.00007,1764792927204
181,9270,0,0,0,0,520,509,0,1018,38,4,1764792927205,blink,9269,14829.00007,1764792927205
182,9271,0,0,0,0,516,510,0,1018,38,4,1764792927206,blink,9270,14830.00007,1764792927206
183,9272,0,0,0,0,519,512,1,1019,38,4,1764792927207,blink,9271,14831.00007,1764792927207
184,9273,0,0,0,0,515,511,0,1018,38,4,1764792927208,blink,9272,14832.00007,1764792927208
185,9274,0,0,0,0,524,511,0,1018,38,3,1764792927209,blink,9273,14833.00007,1764792927209
186,9275,0,0,0,0,532,512,0,1018,39,2,1764792927210,blink,9274,14834.00007,1764792927210
187,9276,0,0,0,0,525,514,1,1019,38,3,1764792927211,blink,9275,14835.00007,1764792927211
188,9277,0,0,0,0,495,512,0,1018,38,4,1764792927212,blink,9276,14836.00007,1764792927212
189,9278,0,0,0,0,498,513,0,1018,38,4,1764792927213,blink,9277,14837.00007,1764792927213
190,9279,0,0,0,0,499,512,0,992,38,4,1764792927214,blink,9278,14838.00007,1764792927214
191,9280,0,0,0,0,504,513,1,991,38,4,1764792927215,blink,9279,14839.00007,1764792927215
192,9281,0,0,0,0,504,511,0,1016,38,4,1764792927216,blink,9280,14840.00007,1764792927216
193,9282,0,0,0,0,503,510,0,1018,38,3,1764792927217,blink,9281,14841.00007,1764792927217
194,9283,0,0,0,0,499,508,0,1018,38,2,1764792927218,blink,9282,14842.00007,1764792927218
195,9284,0,0,0,0,504,508,1,1018,38,2,1764792927219,blink,9283,14843.00007,1764792927219
196,9285,0,0,0,0,508,510,0,1018,38,4,1764792927220,blink,9284,14844.00007,1764792927220
197,9286,0,0,0,0,515,511,0,1018,38,4,1764792927221,blink,9285,14845.00007,1764792927221
198,9287,0,0,0,0,526,509,0,1018,38,4,1764792927222,blink,9286,14846.00007,1764792927222
199,9288,0,0,0,0,518,509,1,1019,38,4,1764792927223,blink,9287,14847.00007,1764792927223
200,9289,0,0,0,0,510,509,0,1018,38,4,1764792927224,blink,9288,14848.00007,1764792927224
201,9290,0,0,0,0,507,511,0,1018,38,4,1764792927225,blink,9289,14849.00007,1764792927225
202,9291,0,0,0,0,528,510,0,1017,38,3,1764792927226,blink,9290,14850.00007,1764792927226
203,9292,0,0,0,0,531,512,1,884,38,2,1764792927227,blink,9291,14851.00007,1764792927227
204,9293,0,0,0,0,520,512,0,813,38,4,1764792927228,blink,9292,14852.00007,1764792927228
205,9294,0,0,0,0,496,513,0,789,38,4,1764792927229,blink,9293,14853.00007,1764792927229
206,9295,0,0,0,0,496,512,0,799,38,4,1764792927230,blink,9294,14854.00007,1764792927230
207,9296,0,0,0,0,499,511,1,814,38,4,1764792927231,blink,9295,14855.00007,1764792927231
208,9297,0,0,0,0,508,509,0,825,38,4,1764792927232,blink,9296,14856.00007,1764792927232
209,9298,0,0,0,0,508,510,0,872,38,4,1764792927233,blink,9297,14857.00007,1764792927233
210,9299,0,0,0,0,501,512,0,943,38,3,1764792927234,blink,9298,14858.00007,1764792927234
211,9300,0,0,0,0,491,513,1,1019,38,2,1764792927235,blink,9299,14859.00007,1764792927235
212,9301,0,0,0,0,492,511,0,1018,38,3,1764792927236,blink,9300,14860.00007,1764792927236
213,9302,0,0,0,0,523,513,0,1018,38,4,1764792927237,blink,9301,14861.00007,1764792927237
214,9303,0,0,0,0,521,515,0,1018,38,4,1764792927238,blink,9302,14862.00007,1764792927238
215,9304,0,0,0,0,520,515,1,1019,38,4,1764792927239,blink,9303,14863.00007,1764792927239
216,9305,0,0,0,0,514,512,0,1018,38,4,1764792927240,blink,9304,14864.00007,1764792927240
217,9306,0,0,0,0,513,512,0,926,38,4,1764792927241,blink,9305,14865.00007,1764792927241
218,9307,0,0,0,0,510,514,0,888,38,3,1764792927242,blink,9306,14866.00007,1764792927242
219,9308,0,0,0,0,527,514,1,856,38,2,1764792927243,blink,9307,14867.00007,1764792927243
220,9309,0,0,0,0,525,515,0,839,38,2,1764792927244,blink,9308,14868.00007,1764792927244
221,9310,0,0,0,0,507,516,0,821,38,4,1764792927245,blink,9309,14869.00007,1764792927245
222,9311,0,0,0,0,497,515,0,819,38,4,1764792927246,blink,9310,14870.00007,1764792927246
223,9312,0,0,0,0,504,513,1,866,38,4,1764792927247,blink,9311,14871.00007,1764792927247
224,9313,0,0,0,0,498,514,0,935,38,4,1764792927248,blink,9312,14872.00007,1764792927248
225,9314,0,0,0,0,504,514,0,982,38,4,1764792927249,blink,9313,14873.00007,1764792927249
226,9315,0,0,0,0,510,515,0,986,38,4,1764792927250,blink,9314,14874.00007,1764792927250
227,9316,0,0,0,0,495,514,1,992,38,3,1764792927251,blink,9315,14875.00007,1764792927251
228,9317,0,0,0,0,496,512,0,998,38,2,1764792927252,blink,9316,14876.00007,1764792927252
229,9318,0,0,0,0,504,511,0,974,39,4,1764792927253,blink,9317,14877.00007,1764792927253
230,9319,0,0,0,0,518,509,0,935,39,4,1764792927254,blink,9318,14878.00007,1764792927254
231,9320,0,0,0,0,519,510,1,927,38,4,1764792927255,blink,9319,14879.00007,1764792927255
232,9321,0,0,0,0,519,508,0,940,38,4,1764792927256,blink,9320,14880.00007,1764792927256
233,9322,0,0,0,0,518,511,0,945,38,4,1764792927257,blink,9321,14881.00007,1764792927257
234,9323,0,0,0,0,518,511,0,952,38,4,1764792927258,blink,9322,14882.00007,1764792927258
235,9324,0,0,0,0,512,509,1,984,38,3,1764792927259,blink,9323,14883.00007,1764792927259
236,9325,0,0,0,0,528,509,0,1010,38,2,1764792927260,blink,9324,14884.00007,1764792927260
237,9326,0,0,0,0,523,512,0,1018,38,3,1764792927261,blink,9325,14885.00007,1764792927261
238,9327,0,0,0,0,496,513,0,1004,38,4,1764792927262,blink,9326,14886.00007,1764792927262
239,9328,0,0,0,0,495,513,1,932,39,4,1764792927263,blink,9327,14887.00007,1764792927263
240,9329,0,0,0,0,504,511,0,851,39,4,1764792927264,blink,9328,14888.00007,1764792927264
241,9330,0,0,0,0,501,511,0,804,39,4,1764792927265,blink,9329,14889.00007,1764792927265
242,9331,0,0,0,0,511,511,0,794,39,4,1764792927266,blink,9330,14890.00007,1764792927266
243,9332,0,0,0,0,508,514,1,762,38,3,1764792927267,blink,9331,14891.00007,1764792927267
244,9333,0,0,0,0,491,512,0,721,39,2,1764792927268,blink,9332,14892.00007,1764792927268
245,9334,0,0,0,0,495,512,0,720,39,2,1764792927269,blink,9333,14893.00007,1764792927269
246,9335,0,0,0,0,512,511,0,743,39,4,1764792927270,blink,9334,14894.00007,1764792927270
247,9336,0,0,0,0,519,511,1,755,39,4,1764792927271,blink,9335,14895.00007,1764792927271
248,9337,0,0,0,0,521,511,0,770,38,4,1764792927272,blink,9336,14896.00007,1764792927272
249,9338,0,0,0,0,524,513,0,792,38,4,1764792927273,blink,9337,14897.00007,1764792927273
250,9339,0,0,0,0,517,513,0,827,38,4,1764792927274,blink,9338,14898.00007,1764792927274
251,9340,0,0,0,0,516,513,1,877,38,4,1764792927275,blink,9339,14899.00007,1764792927275
252,9341,0,0,0,0,528,514,0,898,38,3,1764792927276,blink,9340,14900.00007,1764792927276
253,9342,0,0,0,0,528,515,0,882,38,2,1764792927277,blink,9341,14901.00007,1764792927277
254,9343,0,0,0,0,513,516,0,861,38,4,1764792927278,blink,9342,14902.00007,1764792927278
255,9344,0,0,0,0,496,514,1,825,38,4,1764792927279,blink,9343,14903.00007,1764792927279
256,9345,0,0,0,0,503,515,0,743,38,4,1764792927280,blink,9344,14904.00007,1764792927280
257,9346,0,0,0,0,501,515,0,700,38,4,1764792927281,blink,9345,14905.00007,1764792927281
258,9347,0,0,0,0,495,515,0,756,38,4,1764792927282,blink,9346,14906.00007,1764792927282
259,9348,0,0,0,0,502,515,1,875,38,4,1764792927283,blink,9347,14907.00007,1764792927283
260,9349,0,0,0,0,502,515,0,971,38,3,1764792927284,blink,9348,14908.00007,1764792927284
261,9350,0,0,0,0,490,515,0,1012,38,2,1764792927285,blink,9349,14909.00007,1764792927285
262,9351,0,0,0,0,503,513,0,1007,38,3,1764792927286,blink,9350,14910.00007,1764792927286
263,9352,0,0,0,0,515,515,1,981,38,4,1764792927287,blink,9351,14911.00007,1764792927287
264,9353,0,0,0,0,519,513,0,911,38,4,1764792927288,blink,9352,14912.00007,1764792927288
265,9354,0,0,0,0,517,513,0,791,38,4,1764792927289,blink,9353,14913.00007,1764792927289
266,9355,0,0,0,0,519,512,0,662,38,4,1764792927290,blink,9354,14914.00007,1764792927290
267,9356,0,0,0,0,521,511,1,521,38,4,1764792927291,blink,9355,14915.00007,1764792927291
268,9357,0,0,0,0,522,512,0,411,39,3,1764792927292,blink,9356,14916.00007,1764792927292
269,9358,0,0,0,0,538,511,0,383,38,2,1764792927293,blink,9357,14917.00007,1764792927293
270,9359,0,0,0,0,529,512,0,433,38,2,1764792927294,blink,9358,14918.00007,1764792927294
271,9360,0,0,0,0,504,511,1,529,38,4,1764792927295,blink,9359,14919.00007,1764792927295
272,9361,0,0,0,0,485,511,0,636,38,4,1764792927296,blink,9360,14920.00007,1764792927296
273,9362,0,0,0,0,499,512,0,773,38,4,1764792927297,blink,9361,14921.00007,1764792927297
274,9363,0,0,0,0,504,513,0,904,38,4,1764792927298,blink,9362,14922.00007,1764792927298
275,9364,0,0,0,0,514,513,1,980,38,4,1764792927299,blink,9363,14923.00007,1764792927299
276,9365,0,0,0,0,510,511,0,996,38,4,1764792927300,blink,9364,14924.00007,1764792927300
277,9366,0,0,0,0,492,513,0,982,38,3,1764792927301,blink,9365,14925.00007,1764792927301
278,9367,0,0,0,0,480,511,0,957,38,2,1764792927302,blink,9366,14926.00007,1764792927302
279,9368,0,0,0,0,507,513,1,926,38,4,1764792927303,blink,9367,14927.00007,1764792927303
280,9369,0,0,0,0,517,513,0,903,38,4,1764792927304,blink,9368,14928.00007,1764792927304
